Date,location,new_cases,new_deaths,total_cases,total_deaths,govt_pol_index,tests_per_thous,Susceptible,Infected,Recovered,I_x,Stages,Xt,Rt
2020-03-22,India,119,3,439,7,100,0.002,299478.827851764,434.799132240422,89.3730159956764,59.5362732716603,1,300.934407957724,58.2595725798728
2020-03-23,India,53,2,492,9,81.22,0.001,299419.291578492,484.230103765939,99.4783177418192,66.2278277723235,1,378.870478830504,53.2898475224573
2020-03-24,India,70,0,562,9,81.22,0.002,299353.06375072,539.214497757665,110.721751522445,73.6844382950803,1,443.621145297861,88.8056301178043
2020-03-25,India,87,4,649,13,100,0.0028,299279.379312425,600.385227200717,123.235460374418,82.0513441984076,1,499.811956245601,109.347192937742
2020-03-26,India,75,4,724,17,100,0.0036,299197.327968226,668.495425478219,137.176606295361,91.234154632315,1,604.189240681658,96.843658677844
2020-03-27,India,149,2,873,19,100,0.0044,299106.093813594,744.22403351833,152.682152887524,101.395035159658,2,655.394986390429,119.870555955455
2020-03-28,India,106,6,979,25,100,0.0052,299004.698778434,828.38339735415,169.917824211404,112.704586564563,1,764.736405244321,170.961207512298
2020-03-29,India,92,4,1071,29,100,0.006,298891.99419187,921.926106528675,189.079701601399,125.333409630519,2,877.993743349933,198.376643689898
2020-03-30,India,180,3,1251,32,100,0.0068,298766.660782239,1025.94499409479,210.394223665801,139.452105141478,2,998.246622201005,203.914601763531
2020-03-31,India,146,3,1397,35,100,0.0076,298627.208677098,1141.67313661527,234.118186286804,155.231273881218,2,1113.59535288973,273.100910818153
2020-04-01,India,568,15,1965,50,100,0.0084,298471.977403217,1270.48385416279,260.538742620496,172.84151663346,1,1340.0582094937,373.326551283904
2020-04-02,India,336,6,2301,56,100,0.0092,298299.135886583,1413.89071031992,289.973403096867,192.453434182098,2,1788.97229558588,376.910014286685
2020-04-03,India,601,12,2902,68,100,0.01,298106.682452401,1573.5475121791,322.770035419801,214.237627310911,2,2225.36988572722,450.851349910748
2020-04-04,India,472,9,3374,77,100,0.01,297892.44482509,1751.24831034268,359.306864567084,238.364696803503,2,2593.08126170533,670.647227531738
2020-04-05,India,693,32,4067,109,100,0.008,297654.080128287,1948.9273989229,399.992472790397,265.005243443942,2,3141.7500148346,726.664698540297
2020-04-06,India,354,5,4421,114,100,0.008,297389.074884843,2168.65931554189,445.265799615321,294.329868015775,2,3740.07018979937,759.915076489865
2020-04-07,India,773,35,5194,149,100,0.009,297094.745016827,2412.65884133168,495.596141841332,326.681632460968,2,4005.12196533874,996.136480477767
2020-04-08,India,540,17,5734,166,100,0.01,296768.063384366,2683.39551497242,551.541100661544,362.664733098005,2,4443.10128123099,1138.85292809594
2020-04-09,India,678,33,6412,199,100,0.011,296405.398651268,2983.82694404023,613.774404691777,402.440916045627,2,4972.24733350043,1188.06626978328
2020-04-10,India,1035,40,7447,239,100,0.012,296002.957735222,3317.12294187185,682.919322905767,446.516479465645,2,5590.91005784411,1391.97232827053
2020-04-11,India,909,34,8356,273,100,0.012,295556.441255757,3686.85162599577,759.707118247513,495.415156913747,3,6163.26079912558,1720.58949459227
2020-04-12,India,796,35,9152,308,100,0.014,295061.026098843,4096.98994096134,844.983960195644,549.660681945155,3,6767.32524021934,1973.96389215777
2020-04-13,India,1211,31,10363,339,100,0.016,294511.365416898,4551.92365833877,939.710924763418,609.776788115676,3,7431.98361072699,2072.57317503401
2020-04-14,India,1075,38,11438,377,100,0.019,293901.588628782,5056.44737671914,1044.96399449872,676.28720898059,3,8368.02704708034,2440.53009851895
2020-04-15,India,942,37,12380,414,100,0.021,293225.301419802,5615.76452171437,1161.93405848407,749.715678095468,3,8991.90113599204,2869.14196052924
2020-04-16,India,1007,23,13387,437,100,0.022,292475.585741706,6235.48734595729,1291.9269123366,830.58592901571,3,9836.17081964187,2932.16529245887
2020-04-17,India,991,43,14378,480,100,0.024,291644.99981269,6921.63692910155,1436.36325820808,919.421695297002,3,10555.2579092394,3305.51778423774
2020-04-18,India,1334,27,15712,507,100,0.024,290725.578117393,7680.64317782168,1596.77870478493,1016.74671049463,3,10876.9717179931,3910.26724529995
2020-04-19,India,1553,36,17265,543,100,0.025,289708.831406899,8519.34482581308,1774.82376728816,1123.08470816421,3,11830.6927416838,4354.11176614486
2020-04-20,India,1335,47,18600,590,97.35,0.026,288585.746698735,9444.989433792,1972.26386747343,1238.95942186116,3,13037.6363914976,4771.36235722653
2020-04-21,India,1384,50,19984,640,97.35,0.027,287346.787276873,10465.2333894956,2190.97933363102,1363.64366879279,3,13534.7147717006,5534.45368745041
2020-04-22,India,1409,41,21393,681,97.35,0.028,285983.143608081,11586.9085541032,2432.94783781623,1496.04587856127,3,14211.8710538985,6390.00560373744
2020-04-23,India,1684,37,23077,718,97.35,0.029,284487.097729519,12815.4890329242,2700.41323755648,1644.3323999304,3,15172.888107474,6740.24048628674
2020-04-24,India,1429,57,24506,775,97.35,0.03,282842.765329589,14164.1124893096,2996.12218110155,1808.70349417994,3,16008.56048995,7601.19565434106
2020-04-25,India,1990,49,26496,824,97.35,0.03,281034.061835409,15645.9057470857,3323.03241750538,1988.52042008884,4,16633.1699164805,8384.444490547
2020-04-26,India,1396,48,27892,872,97.35,0.03,279045.54141532,17273.1683482721,3684.29023640776,2183.14443643595,3,17902.6921472168,8994.82739478476
2020-04-27,India,1543,62,29435,934,97.35,0.033,276862.396978884,19057.3725530815,4083.23046803434,2391.93680200027,3,18895.3970350842,9614.56963658012
2020-04-28,India,1897,73,31332,1007,97.35,0.035,274470.460176884,21009.1633399195,4523.37648319664,2614.25877556077,4,19569.2282682654,10511.9310815721
2020-04-29,India,1718,67,33050,1074,97.35,0.04,271856.201401323,23138.3584053848,5008.44019329203,2849.47161589621,4,20500.5998350261,11490.7915934279
2020-04-30,India,1993,73,35043,1147,97.35,0.045,269006.729785427,25453.9481642694,5542.32205030376,3096.93658178579,4,21536.4499767222,12145.7643398338
2020-05-01,India,2293,71,37336,1218,97.35,0.05,265909.793203641,27964.095749558,6129.11104680093,3356.01493200817,4,22490.8173611175,12987.2819817355
2020-05-02,India,2644,83,39980,1301,97.35,0.052,262553.778271633,30676.1370124286,6773.08471593849,3626.06792534245,4,23433.733446283,14449.9867900587
2020-05-03,India,2553,72,42533,1373,97.35,0.049,258927.710346291,33596.5805222523,7478.70913145726,3906.45682056749,4,25005.2163019117,15452.7385007329
2020-05-04,India,3900,195,46433,1568,79.24,0.052,255021.253525723,36731.1075665931,8250.63890768394,4196.54287646225,4,26842.1096653041,16549.6027067745
2020-05-05,India,2958,126,49391,1694,79.24,0.055,250824.710649261,40084.5721512083,9093.71719953107,4495.68735180562,4,28796.6467475931,18312.5201567276
2020-05-06,India,3561,89,52952,1783,79.24,0.06,246329.023297455,43661.0010000479,10012.975702497,4800.69534804454,4,30095.4219246038,19953.1282420217
2020-05-07,India,3390,103,56342,1886,79.24,0.059,241528.327949411,47463.1260633598,11011.5459872295,5106.14750996922,4,32366.0357967093,21341.7939985591
2020-05-08,India,3320,95,59662,1981,79.24,0.059,236422.180439441,51487.3795539292,12093.4400066294,5409.69776129333,4,33833.3531795489,23223.5295984871
2020-05-09,India,3277,128,62939,2109,79.24,0.061,231012.482678148,55725.229784785,13265.287537067,5707.53551487561,4,35489.9805040112,24943.1162546909
2020-05-10,India,4213,97,67152,2206,79.24,0.057,225304.947163273,60165.084361254,14532.9684754735,5995.8460943489,4,36984.802800339,26605.6008886101
2020-05-11,India,3604,87,70756,2293,79.24,0.057,219309.101068924,64792.2916691921,15901.6072618844,6270.81482334589,4,39316.0243963084,28630.1423812449
2020-05-12,India,3525,122,74281,2415,79.24,0.058,213038.286245578,69589.1408749836,17375.5728794387,6528.62702549936,4,40779.29683551,30794.8445784587
2020-05-13,India,,,,,,0.059,206509.659220078,74534.861925542,18958.4788543797,6765.46802444215,4,49105,26400
2020-05-14,India,,,,,,0.06,199744.191195636,79605.6255483094,20653.1832560544,6977.52314380696,4,51233.6513367137,28388.2020169707
2020-05-15,India,,,,,,0.061,192766.668051829,84774.543251257,22461.7886969138,7160.97770722656,4,53886.775852556,30376.0458551833
2020-05-16,India,,,,,,0.062,185605.690344603,90011.6673228847,24385.6423325127,7312.01703833381,4,56500.5250434904,32716.394615651
2020-05-17,India,,,,,,0.063,178293.673306269,95283.9908322211,26425.3358615101,7426.8264607614,4,58895.8130827415,35246.5136125762
2020-05-18,India,,,,,,0.064,170866.846845508,100555.447628824,28580.7055256687,7501.5912981421,4,61784.3115311262,37830.7630270127
2020-05-19,India,,,,,,0.065,163365.255547365,105786.91234278,30850.8321098551,7532.49687410871,4,64334.4887664052,40625.2412823815
2020-05-20,India,,,,,,0.066,155832.758673257,110936.200384703,33234.04094204,7515.72851229401,4,66737.6445395121,43454.0033851427
2020-05-21,India,,,,,,0.067,148317.030160963,115958.06794574,35727.9018932979,7447.47153633073,4,69399.5020407526,46366.108124918
2020-05-22,India,,,,,,0.068,140869.558624632,120804.211997561,38329.2293778073,7323.91126985173,4,72170.6286741231,49657.0096426448
2020-05-23,India,,,,,,0.069,133545.64735478,125423.270292369,41034.0823528505,7161.98980035273,4,74611.5636173066,52901.1496305224
2020-05-24,India,,,,,,0.07,126383.657554427,129780.149161297,43839.1932842752,6988.47113606139,4,76760.5068835765,56382.7252532235
2020-05-25,India,,,,,,0.07,119395.186418366,133868.194303198,46739.6192784355,6791.74654348074,4,79191.8034434025,60009.1820129167
2020-05-26,India,,,,,,0.07,112603.439874885,137671.959189488,49727.6009356263,6574.52633316978,4,81926.7931516689,63653.7028107507
2020-05-27,India,,,,,,0.07,106028.913541716,141178.555467848,52795.5309904365,6339.61607594122,4,84479.1169361465,67628.0729549147
2020-05-28,India,,,,,,0.07,99689.2974657744,144377.737205886,55935.9653283399,6089.8213426077,4,87091.6264547413,71806.9672252979
2020-05-29,India,,,,,,0.07,93599.4761231667,147261.900891139,59141.6229856946,5827.94770398189,4,89981.7398478173,76076.1231721945
2020-05-30,India,,,,,,0.07,87771.5284191848,149826.085431072,62405.3861497438,5556.80073087645,4,92557.1347845039,80596.3960233934
2020-05-31,India,,,,,,0.07,82214.7276883083,152067.972153077,65720.3001586147,5279.18599410407,4,94991.2077211004,85295.6619178851
2020-06-01,India,,,,,,0.07,76935.5416942043,153987.884804476,69079.5735013196,4997.9090644774,4,97681.0873723529,90109.5864826362
2020-06-02,India,,,,,,0.07,71937.6326297269,155588.789552518,72476.5778177552,4715.77551280908,4,100262.851274961,95220.083870125
2020-06-03,India,,,,,,0.07,67221.8571169178,156876.294984379,75904.8478987028,4435.59090991179,4,102503.723706098,100469.162234937
2020-06-04,India,,,,,,0.07,62786.266207006,157858.652107166,79358.0816858285,4160.16082659824,4,104631.364565981,105855.157467403
2020-06-05,India,,,,,,0.07,58626.1053804078,158546.754347909,82830.1402716827,3892.29083368104,4,106781.14445432,111469.019430645
2020-06-06,India,,,,,,0.07,54733.8145467267,158954.137553572,86315.0478997008,3634.78650197286,4,108952.591451891,117175.035726066
2020-06-07,India,,,,,,0.07,51099.0280447539,159096.979991044,89806.9919642025,3390.45340228638,4,110975.6622386,123122.632345989
2020-06-08,India,,,,,,,47708.5746424675,158994.10234714,93300.3230103922,3162.09710543431,4,113044.604656531,129274.148146532
2020-06-09,India,,,,,,,44546.4775370332,158666.967728608,96789.5547343591,2945.50716182549,4,115178.997790353,135539.978235678
2020-06-10,India,,,,,,,41600.9703752077,158133.575248857,100268.454375935,2736.44769268911,4,117049.398753316,142034.829691916
2020-06-11,India,,,,,,,38864.5226825186,157406.725719665,103731.751597817,2542.62327964416,4,118824.752458609,148721.846143832
2020-06-12,India,,,,,,,36321.8994028744,156504.673084758,107176.427512367,2363.10169591602,4,120706.892082914,155536.284908715
2020-06-13,India,,,,,,,33958.7977069584,155444.591168774,110599.611124268,2196.87262963571,4,122397.636552514,162582.809499138
2020-06-14,India,,,,,,,31761.9250773227,154242.510017425,113998.564905252,2042.92576893429,4,123802.668363932,169806.050528562
2020-06-15,India,,,,,,,29718.9993083884,152913.315897501,117370.684794111,1900.25080194283,3,125120.78627249,177140.144186194
2020-06-16,India,,,,,,,27818.7485064456,151470.751296868,120713.500196686,1767.83741679235,4,126317.298480981,184665.037482779
2020-06-17,India,,,,,,,26050.9110896532,149927.41492447,124024.673985877,1644.67530161391,3,127356.497318615,192326.390871799
2020-06-18,India,,,,,,,24406.2357880393,148294.761710326,127302.002501635,1529.75414453857,4,128281.989638986,200126.778124232
2020-06-19,India,,,,,,,22876.4816435007,146583.102805535,130543.415550965,1422.06363369737,3,129150.517142783,208087.893179355
2020-06-20,India,,,,,,,21454.4180098034,144801.605582269,133746.976407928,1320.59345722136,4,129928.887319353,216155.768160826
2020-06-21,India,,,,,,,20133.824552582,142958.293633779,136910.881813639,1224.33330324158,4,130505.252281983,224368.577978213
2020-06-22,India,,,,,,,18909.4912493404,141060.046774394,140033.461976265,1132.27285988911,3,130989.37278504,232711.06028697
2020-06-23,India,,,,,,,17777.2183894513,139112.601039517,143113.180571031,1043.40181529497,4,131443.588812055,241146.636296184
2020-06-24,India,,,,,,,16733.8165741564,137120.54868563,146148.634740213,958.242867933339,4,131705.729457568,249718.742656565
2020-06-25,India,,,,,,,15775.573706223,135088.80350232,149138.622791457,888.085737346854,4,131762.185729606,258400.09450312
2020-06-26,India,,,,,,,14887.4879688762,133032.628832196,152082.883198928,825.476711512805,3,131713.654626704,267142.936206538
2020-06-27,India,,,,,,,14062.0112573634,130959.584644547,154981.40409809,767.692473543733,3,131498.004265973,275987.546297777
2020-06-28,India,,,,,,,13294.3187838196,128874.537357613,157834.143858567,714.4300845491,3,131098.609423238,284910.669610728
2020-06-29,India,,,,,,,12579.8886992705,126782.018364556,160641.092936173,665.386605638374,,130591.190942747,293878.301798524
2020-06-30,India,,,,,,,11914.5020936321,124686.224033455,163402.273872913,620.259097921025,3,129971.298783705,302912.08783569
2020-07-01,India,,,,,,,11294.2429957111,122591.01570731,166117.741296978,578.74462250652,3,129207.500553661,311988.708979691
2020-07-02,India,,,,,,,10715.4983732046,120499.919704041,168787.581922754,540.540240504326,3,128301.362031876,321095.508428581
2020-07-03,India,,,,,,,10174.9581327003,118416.127316487,171411.914550813,505.343013023909,3,127299.201038701,330231.686327735
2020-07-04,India,,,,,,,9669.61511967637,116342.494812407,173990.890067917,472.850001174738,3,126209.130869551,339379.551673467
2020-07-05,India,,,,,,,9196.76511850163,114281.54343448,176524.691447019,442.758266066283,4,124976.707155735,348541.973392377
2020-07-06,India,,,,,,,8754.00685243535,112235.459400305,179013.53374726,414.764868808008,2,123613.216632497,357702.662078973
2020-07-07,India,,,,,,,8339.24198362734,110206.0939024,181457.664113973,388.566870509383,3,122151.455721383,366839.520071695
2020-07-08,India,,,,,,,7950.67511311796,108194.963108204,183857.361778678,363.861332279872,2,120557.385834545,375961.432340943
2020-07-09,India,,,,,,,7586.81378083809,106203.248160076,186212.938059086,340.345315228953,2,118835.746236931,385052.271598962
2020-07-10,India,,,,,,,7246.46846560913,104231.795175292,188524.736359099,317.715880466081,2,117030.689595142,394088.096021194
2020-07-11,India,,,,,,,6928.75258514305,102281.115246051,190793.132168806,296.979194607608,3,115129.699353889,403076.826980339
2020-07-12,India,,,,,,,6631.77339053544,100352.612442848,193018.614166617,279.164725199652,2,113122.941154415,412004.85217741
2020-07-13,India,,,,,,,6352.60866533579,98448.5446031096,195201.846731555,262.507518124518,3,111035.504285704,420852.624088505
2020-07-14,India,,,,,,,6090.10114721127,96569.455186941,197343.443665848,246.931598319288,2,108882.246500126,429621.247141878
2020-07-15,India,,,,,,,5843.16954889198,94715.8154476935,199444.015003415,232.384212175495,2,106662.692776914,438301.442931459
2020-07-16,India,,,,,,,5610.78533671649,92888.0465357873,201504.168127496,218.812606084667,2,104373.557526426,446881.848426272
2020-07-17,India,,,,,,,5391.97273063182,91086.5194987121,203524.507770656,206.164026438339,2,102024.74813437,455355.131837083
2020-07-18,India,,,,,,,5185.80870419348,89311.5552810264,205505.63601478,194.385719628037,2,99624.3635004556,463712.287841198
2020-07-19,India,,,,,,,4991.42298456545,87563.4247243577,207448.152291077,183.424932045295,2,97165.6234177763,471948.662540099
2020-07-20,India,,,,,,,4807.99805252015,85842.3485674029,209352.653380077,173.228910081646,2,94658.4733908727,480054.357713461
2020-07-21,India,,,,,,,4634.76914243851,84148.4974459277,211219.733411634,163.744900128619,2,92120.3698334609,488019.43897099
2020-07-22,India,,,,,,,4471.02424230989,82481.9918927668,213049.983864923,154.920148577743,2,89547.5593321959,495843.261465719
2020-07-23,India,,,,,,,4316.10409373214,80842.9023378242,214843.993568444,146.701901820554,2,86943.0614416333,503517.360792112
2020-07-24,India,,,,,,,4169.40219191159,79231.2491080729,216602.348700016,139.037406248578,2,84323.5291099581,511031.679362207
2020-07-25,India,,,,,,,4030.36478566301,77647.0024275548,218325.632786782,131.873908253351,2,81694.3798463953,518386.483022819
2020-07-26,India,,,,,,,3898.49087740966,76090.0824173811,220014.426705209,125.1586542264,1,79058.4975822392,525576.685150989
2020-07-27,India,,,,,,,3773.33222318326,74560.359095732,221669.308681085,118.838890559259,1,76423.6089148041,532594.608326064
2020-07-28,India,,,,,,,3654.493332624,73057.6523778565,223290.854289519,112.861863643459,2,73795.0523239325,539438.808881511
2020-07-29,India,,,,,,,3541.63146898054,71581.7320760731,224879.636454946,107.174819870528,1,71176.136447844,546106.42051321
2020-07-30,India,,,,,,,3434.45664911001,70132.3178997691,226436.225451121,101.725005632,2,68570.3126454397,552593.169268627
2020-07-31,India,,,,,,,3332.73164347801,68709.0794554009,227961.188901121,96.6001172663005,1,65983.9837794193,558896.464426746
2020-08-01,India,,,,,,,3236.13152621171,67311.7414783102,229455.126995478,92.0789237287199,2,63423.1605105435,565014.587570957
2020-08-02,India,,,,,,,3144.05260248299,65940.2415642267,230918.70583329,87.7882373702673,1,60889.4748098929,570946.589950673
2020-08-03,India,,,,,,,3056.26436511273,64594.2522016329,232352.483433254,83.6942128478481,2,58387.257248911,576690.327940377
2020-08-04,India,,,,,,,2972.57015226488,63273.4259638781,233757.003883857,79.7912028507203,1,55923.358697101,582244.552727055
2020-08-05,India,,,,,,,2892.77894941416,61977.4162601776,235132.804790408,76.0735600681442,1,53500.6647678186,587610.661239778
2020-08-06,India,,,,,,,2816.70538934601,60705.8773356138,236480.41727504,72.535637189379,1,51122.3539268751,592788.291001205
2020-08-07,India,,,,,,,2744.16975215663,59458.4642711352,237800.365976708,69.1717869036829,1,48793.1359977699,597777.003697387
2020-08-08,India,,,,,,,2674.99796525295,58234.832983557,239093.16905119,65.9763619003165,1,46515.1813705179,602579.132819951
2020-08-09,India,,,,,,,2609.02160335263,57034.6402255611,240359.338171086,62.9437148685379,1,44290.3448937671,607196.069570163
2020-08-10,India,,,,,,,2546.0778884841,55857.5435856956,241599.37852582,60.0681984976068,1,42121.413986339,611628.626499298
2020-08-11,India,,,,,,,2486.00968998649,54703.2014883755,242813.788821638,57.3441654767817,1,40010.5000440949,615879.395054423
2020-08-12,India,,,,,,,2428.66552450971,53571.2731938821,244003.061281608,54.7659684953233,1,37959.1685083328,619951.086287556
2020-08-13,India,,,,,,,2373.89955601439,52461.4187983633,245167.681645622,52.3279602424896,1,35968.6633474326,623846.016998123
2020-08-14,India,,,,,,,2321.5715957719,51373.2992338338,246308.129170394,50.0244934075399,1,34040.3444002549,627567.065333617
2020-08-15,India,,,,,,,2271.54710236436,50306.5762681744,247424.876629461,47.8499206797342,1,32175.5828538571,631117.688009461
2020-08-16,India,,,,,,,2223.69718168462,49260.9125051327,248518.390313183,45.7985947483303,1,30375.050414754,634501.544310974
2020-08-17,India,,,,,,,2177.89858693629,48235.9713843228,249589.130028741,43.8648683025886,1,28639.4302471243,637722.131256192
2020-08-18,India,,,,,,,2134.0337186337,47231.4171812255,250637.549100141,42.0430940317688,1,26969.3480622662,640783.34910975
2020-08-19,India,,,,,,,2091.99062460193,46246.9150071878,251664.09436821,40.327624625128,1,25364.6202379962,643689.68175018
2020-08-20,India,,,,,,,2051.66299997681,45282.1308094236,252669.2061906,38.712812771927,1,23825.0462936008,646445.283776281
2020-08-21,India,,,,,,,2012.95018720488,44336.7313710131,253653.318441782,37.1930111614247,1,22350.4960500308,649054.371169184
2020-08-22,India,,,,,,,1975.75717604345,43410.3843109031,254616.858513053,35.7625724828806,1,20940.2979810297,651521.755986267
2020-08-23,India,,,,,,,1939.99460356057,42502.7580839071,255560.247312532,34.415849425553,1,19593.6596773546,653852.095560024
2020-08-24,India,,,,,,,1905.57875413502,41613.5219807049,256483.89926516,33.1471946787028,1,18309.767514551,656049.901203462
2020-08-25,India,,,,,,,1872.43155945632,40742.346127843,257388.222312701,31.9509609315867,1,17087.5316729389,658120.022556327
2020-08-26,India,,,,,,,1840.48059852473,39888.9014877344,258273.617913741,30.8215008734658,1,15925.7855728166,660067.344941302
2020-08-27,India,,,,,,,1809.65909765127,39052.8598586587,259140.48104369,29.7531671935994,1,14823.3122903895,661896.610486743
2020-08-28,India,,,,,,,1779.90593045767,38233.8938747619,259989.20019478,28.7403125812455,1,13778.7459822495,663612.617736314
2020-08-29,India,,,,,,,1751.16561787642,37431.6770060568,260820.157376067,27.7771570916241,1,12790.5962480047,665220.237444713
2020-08-30,India,,,,,,,1723.3884607848,36645.8804728533,261633.731066362,26.848736184028,1,11857.2595966704,666724.275012729
2020-08-31,India,,,,,,,1696.53972460077,35876.049529899,262430.4107455,25.9444707828125,1,10977.0926267596,668129.414498662
2020-09-01,India,,,,,,,1670.59525381796,35121.8276307681,263210.577115414,25.0653445652968,1,10148.3823034202,669440.334720447
2020-09-02,India,,,,,,,1645.52990925266,34382.9428806949,263974.527210052,24.2110903679725,1,9369.30516013421,670661.7019827
2020-09-03,India,,,,,,,1621.31881888469,33659.1260309502,264722.555150165,23.3814410273301,1,8638.04059692145,671798.012470583
2020-09-04,India,,,,,,,1597.93737785736,32950.1104788415,265454.952143301,22.576129379861,1,7952.74435913495,672853.659927021
2020-09-05,India,,,,,,,1575.3612484775,32255.6322677129,266172.00648381,21.7948882620565,1,7311.49889443085,673833.0105606
2020-09-06,India,,,,,,,1553.56636021544,31575.4300869451,266874.003552839,21.0374505104073,1,6712.4178805032,674740.280209755
2020-09-07,India,,,,,,,1532.52890970503,30909.2452719555,267561.22581834,20.3035489614047,1,6153.64073759251,675579.529954783
2020-09-08,India,,,,,,,1512.22536074363,30256.8218041979,268233.952835058,19.5929164515399,1,5633.27410214853,676354.741208793
2020-09-09,India,,,,,,,1492.63244429209,29617.9063111631,268892.461244545,18.9052858173038,1,5149.44404316432,677069.767606568
2020-09-10,India,,,,,,,1473.72715847478,28992.2480663781,269537.024775147,18.2403898951875,1,4700.31807221798,677728.298555614
2020-09-11,India,,,,,,,1455.4867685796,28379.5989894068,270167.914242014,17.5979615216825,1,4284.07887233406,678333.892859425
2020-09-12,India,,,,,,,1437.88880705791,27779.7136458497,270785.397547092,16.9777335332792,1,3898.93450109917,678889.984012443
2020-09-13,India,,,,,,,1420.91107352463,27192.3492473437,271389.739679132,16.3794387664693,1,3543.1392578765,679399.85410448
2020-09-14,India,,,,,,,1404.53163475817,26617.2656515626,271981.202713679,15.8028100577433,1,3214.99547331354,679866.629685505
2020-09-15,India,,,,,,,1388.72882470042,26054.2253622167,272560.045813083,15.2475802435933,1,2912.84415131034,680293.302175144
2020-09-16,India,,,,,,,1373.48124445683,25502.9935290528,273126.52522649,14.7134821605093,1,2635.07459836994,680682.725168717
2020-09-17,India,,,,,,,1358.76776229632,24963.3379478545,273680.894289849,14.2002486449831,1,2380.14283182545,681037.597408738
2020-09-18,India,,,,,,,1344.56751365134,24435.029060442,274223.403425907,13.7076125335057,1,2146.56100071975,681360.476426875
2020-09-19,India,,,,,,,1330.85990111783,23917.8399546721,274754.30014421,13.2353066625676,1,1932.8916611219,681653.790236495
2020-09-20,India,,,,,,,1317.62459445526,23411.5463644381,275273.829041107,12.783063868661,1,1737.76419604075,681919.825549722
2020-09-21,India,,,,,,,1304.8415305866,22915.92666967,275782.231799743,12.3506169882755,1,1559.87275645983,682160.731444039
2020-09-22,India,,,,,,,1292.49091359833,22430.7618963345,276279.747190067,11.937698857904,1,1397.96689392976,682378.532939365
2020-09-23,India,,,,,,,1280.55321474042,21955.8357164349,276766.611068825,11.544042314036,1,1250.85892112602,682575.129744153
2020-09-24,India,,,,,,,1269.00917242639,21490.934448011,277243.056379563,11.1693801931638,1,1117.42666960498,682752.296142602
2020-09-25,India,,,,,,,1257.83979223322,21035.8470551392,277709.313152628,10.8134453317778,1,996.606815233866,682911.690076871
2020-09-26,India,,,,,,,1247.02634690144,20590.3651479328,278165.608505166,10.4759705663689,1,887.394321915524,683054.858709959
2020-09-27,India,,,,,,,1236.55037633508,20154.2829825415,278612.166641123,10.1566887334291,1,788.845239208657,683183.239865091
2020-09-28,India,,,,,,,1226.39368760165,19727.3974611515,279049.208851247,9.85533266944822,1,700.074540100896,683298.166898182
2020-09-29,India,,,,,,,1216.5383549322,19309.508131986,279476.953513082,9.57163521091889,1,620.251991753112,683400.876015591
